ID,タイトル,公開日,カテゴリ,トピック,人事区分,JA名,人事異動の発効日,都道府県,全国連人事,サムネイル,記事本文へのサムネイル表示について,概要,内容,ページ
250618-82578,【役員人事】日本共済協会（6月17日付）,202506180900,JAの人事,,,,,,,jinji/images/ab2e71f3fd7c398b0af3868d1d093ad1.jpg,,日本共済協会は、6月17日に開催した理事会で、新たに会長に打越秋一氏を選任した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【選任】</strong></span><br /> ▽会長（代表理事）　打越秋一（全国労働者共済生活協同組合連合会代表理事理事長）</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【再任】</strong></span><br /> ▽専務理事（業務執行理事）　清桂司（一般社団法人日本共済協会）<br /> ▽常務理事（業務執行理事）　山中一能（一般社団法人日本共済協会）</p>
<p>※敬称略</p>"
250619-82598,【ＪＡ人事】ＪＡあまるめ（山形県）佐藤一彦組合長を再任（6月8日）,202506191400,JAの人事,"単協,山形県",,,,山形県,,jinji/images/0dedb206621102b891104412bcd32f86.jpg,,ＪＡあまるめ（山形県）は6月8日に総会を開き、役員改選を行った。佐藤一彦組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡあまるめ　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　佐藤一彦</p>
<p>▽副組合長　阿部勝吉</p>
<p>▽代表監事　奥山賢一（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250620-82646,【ＪＡ人事】ＪＡみえきた（三重県）生川秀治組合長を再任（6月20日）,202506201400,JAの人事,"三重県,単協",,,,三重県,,jinji/images/749ce83434656c3f0324127ff020bd4a.jpg,,ＪＡみえきた（三重県）は6月20日に第13回総代会を開き、役員の改選を行った。生川秀治組合長が再任された。,,"<p><strong>【ＪＡみえきた　役員】</strong>（敬称略）</p>
<p>▽代表理事組合長　生川秀治<br />▽常務理事　小林正人（新任）<br />▽常務理事　松井美利<br />▽常務理事　坂倉英男（新任）<br />▽常務理事　水谷直登（新任）<br />▽代表監事　梅山俊彦（新任）<br />▽常勤監事　鵜崎民夫（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250623-82654,【役員人事】三菱マヒンドラ農機（6月30日付）,202506230900,JAの人事,,,,,,,jinji/images/da2ba8af4eee46c98b93bfec8bb14538.jpg,,三菱マヒンドラ農機は、6月30日付の役員人事を発表した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【新任】</strong></span><br /> ▽取締役（非常勤）　相山知道<br /> ▽取締役（非常勤）　ヴィジェー ナクラ<br /> ▽上級執行役員（執行役員）行岡正恭</p>
<p>※敬称略</p>"
250623-82655,【役員人事】日本財団（6月20日付）,202506230900,JAの人事,,,,,,,jinji/images/444a840a844e8a5c15128f58152f44c6.jpg,,日本財団は、6月20日付で会長職を交代。新会長には、理事長の尾形武寿氏が就任し、これまで会長を務めきた笹川陽平氏は退任し、名誉会長に就任した。,,"<p><img alt=""新会長に就任した尾形武寿氏"" src=""https://www.jacom.or.jp/jinji/images/c8a8b1c82e1bdd19a8e5d36f10c1f033.jpg"" width=""296"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p style=""color: #808080; font-size: 14px; display: block; text-align: right;"">新会長に就任した尾形武寿氏</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【就任】</strong></span><br /> ▽会長（理事長）尾形武寿</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【退任】</strong></span><br /> ▽名誉会長（会長）笹川陽平<br /> ※敬称略</p>
<p><span style=""color: #339900;""><strong>■新会長プロフィール</strong></span><br /> 氏名：尾形武寿（おがた・たけじゅ）<br /> 生年月日：1944年11月28日生</p>
<p><span style=""color: #339900;""><strong>＜略歴＞</strong></span><br /> 1967年3月　東京農業大学農学部卒業<br /> 1968年12月　日本舶用機械輸出振興会入会<br /> 1974年8月　同ロッテルダム事務所所長<br /> 1980年11月　日本船舶振興会（現日本財団）入会<br /> 1990年4月　笹川平和財団総務部長<br /> 1993年10月　日本船舶振興会（現日本財団）総務部長<br /> 1997年9月　日本財団常務理事<br /> 2005年7月　日本財団理事長<br /> 2025年6月　日本財団会長</p>"
250623-82671,【ＪＡ人事】ＪＡ石川かほく（石川県）西川一郎組合長を再任（6月21日）,202506231400,JAの人事,"単協,石川県",,,,石川県,,jinji/images/21cc98a70350eeba14235a0a1d416796.jpg,,ＪＡ石川かほく（石川県）は6月21日に第31回総代会を開き、役員の改選を行った。西川一郎組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ石川かほく役員】</strong></span><br />（敬称略）<br />▽代表理事組合長　西川一郎<br />▽代表理事専務　村井一宏<br />▽常務理事（金融共済担当）脇田琢也（新任）<br />▽常務理事（総務管理担当）竹中義和（新任）<br />▽代表監事　山下充晃（新任）<br />▽常勤監事　田中光博（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250623-82675,【ＪＡ人事】ＪＡひがしうわ（愛媛県）石野満章組合長を再任（6月21日）,202506231328,JAの人事,"単協,愛媛県",,,,愛媛県,,jinji/images/5468dbb7334b4548777ccd4854e0045e.jpg,,ＪＡひがしうわ（愛媛県）は6月21日に第28回総代会を開き、役員の改選を行った。石野満章組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡひがしうわ役員】</strong></span><br />（敬称略）<br />▽代表理事組合長　石野満章<br />▽代表理事専務　古本陽一<br />▽常務理事　品川生介<br />▽代表監事　横山博文（新任）<br />▽常勤監事　関岡光昭（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250623-82680,【ＪＡ人事】ＪＡ能登わかば（石川県）寺西清悟組合長を再任（6月21日）,202506231400,JAの人事,"単協,石川県",,,,石川県,,jinji/images/22e472762b1ff3c32f68976f3bb2b9b0.jpg,,ＪＡ能登わかば（石川県）は6月21日に第31回総代会を開き、役員の改選を行った。寺西清悟組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ能登わかば　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　寺西清悟<br />▽代表理事常務　村本信介（新任）<br />▽代表理事常務　示野信行（新任）<br />▽代表監事　中瀬増直（新任）<br />▽常勤監事　山森実（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250624-82684,【役員人事】霧島ホールディングス（6月21日付）,202506240900,JAの人事,,,,,,,jinji/images/0b4a3449544d3d05c3c321f195df67e6.jpg,,霧島ホールディングスおよび霧島酒造は、6月21日付で新経営体制に移行し、江夏邦威氏が4代目社長に就任した。,,"<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""新代表取締役社長の江夏邦威氏"" src=""https://www.jacom.or.jp/jinji/images/b658b354305da047e43355aa7bf87858.jpg"" width=""233"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" />新代表取締役社長の江夏邦威氏</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【就任】</strong></span><br /> ▽代表取締役社長（取締役経営計画室室長）江夏邦威<br /> ▽代表取締役会長（代表取締役社長）江夏順行<br /> ▽相談役（代表取締役専務<br /> 江夏拓三</p>
<p>※敬称略</p>"
250624-82711,【ＪＡ人事】ＪＡおいしいもがみ（山形県）押切安雄組合長を再任（6月20日）,202506241300,JAの人事,"単協,山形県",,,,山形県,,jinji/images/ef7c77f5c81f045d91a58b5480baa115.jpg,,ＪＡおいしいもがみ（山形県）は6月20日に第8回総代会を開き、役員の改選を行った。押切安雄組合長が再任された。,,"<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""代表理事組合長　押切安雄氏"" src=""https://www.jacom.or.jp/jinji/images/95d3a90e3a18e81665215f187b52498e.jpg"" width=""233"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" />代表理事組合長　押切安雄氏</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡおいしいもがみ　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　押切安雄<br />▽代表理事専務　川田昭一<br />▽常務理事　木田学<br />▽代表監事　大沼邦男（新任）<br />▽常勤監事　小野清人（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250624-82714,渡邊次官は留任　林野庁長官に小坂氏、水産庁長官に藤田氏　農水省,202506241400,JAの人事,農水省,,,,,,jinji/images/3e539606acfd31f4d573c91397e26243.jpg,,小泉進次郎農相は6月24日の閣議後会見で閣議で承認された7月1日付の農水省幹部の人事異動を発表した。,,"<p>渡邊毅事務次官は留任する。渡邊次官は小泉農相が5月21日に就任後に決めた政府備蓄米の随意契約による売渡し業務などを担う「米対策集中対応チーム」のチーム長を務めている。米問題は引き続き対応が求められることから留任となったと見られる。</p>
<p><span style=""color: #339900;""><strong>（7月1日付）</strong></span><br />▽林野庁長官（林野庁次長）小坂善太郎</p>
<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""林野庁長官（林野庁次長）小坂善太郎"" src=""https://www.jacom.or.jp/jinji/images/93c469df016f177c8675cf00c353204b.jpg"" width=""263"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽水産庁長官（水産庁次長）藤田仁司</p>
<p><img alt=""水産庁長官（水産庁次長）藤田仁司"" src=""https://www.jacom.or.jp/jinji/images/0317daf3c7db076352bc5f9ec45e7ec4.jpg"" width=""264"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽消費・安全局長（大臣官房審議官）坂勝浩</p>
<p><img alt=""消費・安全局長（大臣官房審議官）坂勝浩"" src=""https://www.jacom.or.jp/jinji/images/2a8010c4df06ec232128f9ccaa1dd85a.jpg"" width=""285"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽輸出・国際局長（経営局長）杉中淳</p>
<p><img alt=""輸出・国際局長（経営局長）杉中淳"" src=""https://www.jacom.or.jp/jinji/images/f730feec18fdf5911be9c4de477573a9_1.jpg"" width=""275"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽経営局長（新事業・食品産業部長）小林大樹</p>
<p><img alt=""経営局長（新事業・食品産業部長）小林大樹"" src=""https://www.jacom.or.jp/jinji/images/fb57b6ac5fe29159631748718f4a517d.jpg"" width=""271"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽農産局長（大臣官房総括審議官）山口靖</p>
<p><img alt=""農産局長（大臣官房総括審議官）山口靖"" src=""https://www.jacom.or.jp/jinji/images/43d4c72e0e6c010edcf03c5efe9d49c3.jpg"" width=""265"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽農村振興局長（畜産局長）松本平</p>
<p><img alt=""農村振興局長（畜産局長）松本平"" src=""https://www.jacom.or.jp/jinji/images/5469f7dd5324825c97f91946ca2d9701_1.jpg"" width=""274"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽畜産局長（大臣官房長）長井俊彦</p>
<p><img alt=""畜産局長（大臣官房長）長井俊彦"" src=""https://www.jacom.or.jp/jinji/images/8abe1a0f6ffa005f9414aedfb0bccc53_3.jpg"" width=""285"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p>▽大臣官房長（大臣官房総括審議官）宮浦浩司</p>
<p><img alt=""大臣官房長（大臣官房総括審議官）宮浦浩司"" src=""https://www.jacom.or.jp/jinji/images/b147240b936a338825d9d436efc206cb.jpg"" width=""276"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" /></p>
<p><span style=""color: #339900;""><strong>〈退職〉</strong></span><br />▽青山豊久（林野庁長官）</p>
<p>▽森健（水産庁長官）</p>
<p>▽安岡澄人（消費・安全局長）</p>
<p>▽森重樹（輸出・国際局長）</p>
<p>▽松尾浩則（農産局長）</p>
<p>▽前島明成（農村振興局長）</p>
<p>※敬称略</p>"
250624-82717,【ＪＡ人事】ＪＡ津安芸（三重県）新組合長に前川温仁氏（6月21日）,202506241300,JAの人事,"三重県,単協",,,,三重県,,jinji/images/58e7df1aa543d808168640d8af9d6501.jpg,,ＪＡ津安芸（三重県）は6月21日に総代会を開き、役員の改選を行った。水谷隆氏に代わって、前川温仁組合長が選任された。,,"<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""代表理事組合長　前川温仁氏"" src=""https://www.jacom.or.jp/jinji/images/4493e79de142ef4970c11add83f63920.jpg"" width=""233"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" />代表理事組合長　前川温仁氏</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ津安芸　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　前川温仁（新任）<br />▽常務理事　山路良博<br />▽常務理事　中島努（新任）<br />▽代表監事　若林卓哉（新任）<br />▽常勤監事　長谷善麿（新任）</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【新組合長略歴】</strong></span><br />（まえかわ　あつひと）<br />2021年6月常務理事。<br />61歳。6月21日就任。</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250625-82734,【人事異動】農水省（6月23日付、24日付、25日付）,202506251400,JAの人事,農水省,,,,,,jinji/images/3e539606acfd31f4d573c91397e26243.jpg,,農水省は6月24日、23日付、24日付、25日付の人事異動を発表した。,,"<p><span style=""color: #339900;""><strong>（6月23日付）</strong></span><br />▽退職（株式会社日本政策金融公庫代表取締役専務取締役へ）（輸出国際局付兼内閣官房内閣審議官（内閣官房副長官補付）（内閣官房ＴＰＰ等政府対策本部審議官）常葉光郎</p>
<p><span style=""color: #339900;""><strong>（6月24日付）</strong></span><br />▽輸出国際局付兼内閣官房内閣審議官（内閣官房副長官補付）（内閣官房ＴＰＰ等政府対策本部審議官）（輸出・国際局参事官）西浦博之</p>
<p><span style=""color: #339900;""><strong>（6月25日付）</strong></span><br />▽農林水産政策研究所長（株式会社日本政策金融公庫代表取締役専務取締役）倉重泰彦</p>
<p>▽大臣官房政策課企画官兼大臣官房地方課付（農林水産政策研究所長）内田幸雄</p>
<p>※敬称略</p>"
250625-82735,【ＪＡ人事】ＪＡハリマ（兵庫県）柴原利春組合長を再任（6月21日）,202506251350,JAの人事,"兵庫県,単協",,,,兵庫県,,jinji/images/d8285a267cbd48c806734f5da2f0e748.jpg,,ＪＡハリマ（兵庫県）は6月21日の総代会で役員の改選を行った。柴原利春組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡハリマ　役員】</strong></span><br />（敬称略）</p>
<p>▽代表理事組合長　柴原利春</p>
<p>▽常務理事　石橋幸男</p>
<p>▽常務理事（信用共済担当）　山内康史（新任）<br />▽代表監事　北垣一文（新任）</p>
<p>▽常勤監事　片山卓哉</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250625-82747,【ＪＡ人事】ＪＡ松任（石川県）得田恵裕組合長を再任（6月21日）,202506251350,JAの人事,"単協,石川県",,,,石川県,,jinji/images/363ad11ac5ad5c9709fe88ecf71b431d.jpg,,ＪＡ松任（石川県）は6月21日に総代会を開き、役員の改選を行った。得田恵裕組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ松任　役員】</strong></span><br />（敬称略）<br />▽代表理事組合長　得田恵裕<br />▽副組合長　東川啓一（新任）<br />▽代表理事専務　津田睦美（新任）<br />▽代表理事常務　関川潤一郎<br />▽代表監事　杉本勝（新任）<br />▽常勤監事　村中康博（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250625-82748,【ＪＡ人事】ＪＡ福山市（広島県）占部浩道組合長を再任（6月24日）,202506251355,JAの人事,"単協,広島県",,,,広島県,,jinji/images/dd00f3e8752b1c3dd666b5490beed80d.jpg,,ＪＡ福山市（広島県）は6月24日に第61回総代会を開き、役員の改選を行った。占部浩道組合長が再任された。,,"<p><span style=""color: #339900;""><strong>【ＪＡ福山市　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　占部浩道<br />▽代表理事専務　藤田正之<br />▽常務理事　在間弘和<br />▽常務理事　松浦宏彦<br />▽常務理事　坂本利文<br />▽代表監事　杉原繁<br />▽常勤監事　大本義人</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250625-82751,【ＪＡ人事】ＪＡいずみの（大阪府）谷口敏信組合長を再任（6月25日）,202506251350,JAの人事,"単協,大阪府",,,,大阪府,,jinji/images/0ef3788481d015b409e0d2f7d29cafa1.jpg,,ＪＡいずみの（大阪府）は6月25日に第16回総代会を開き、役員の改選を行った。谷口敏信組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡいずみの　役員】</strong></span>（敬称略）</p>
<p>▽代表理事組合長　谷口敏信<br />▽代表理事専務兼総務担当常務理事　赤坂浩司<br />▽信用担当常務理事　山田久美<br />▽営農経済担当常務理事　定孝昌<br />▽代表監事　谷口典人（新任）<br />▽常勤監事　柳田裕樹</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250625-82767,【ＪＡ人事】ＪＡとうと（岐阜県）古川敏之組合長を再任（6月20日）,202506251350,JAの人事,"単協,岐阜県",,,,岐阜県,,jinji/images/52f5ffa6e42006af4d2cabe1bb7f936e.jpg,,ＪＡとうと（岐阜県）は6月20日に第28年度通常総代会を開き、役員の改選を行った。古川敏之組合長が再任された。可知井実会長は退任した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡとうと　役員】</strong></span><br />（敬称略）<br />▽代表理事組合長　古川敏之<br />▽代表理事専務　八尾裕司<br />▽常務理事　永井英保<br />▽常務理事　森川顕<br />▽常務理事　山田好彦（新任）<br />▽代表・常勤監事　神谷邦仁</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250627-82786,【役員人事】全国農協保証センター（6月26日付）,202506271300,JAの人事,,,,,,,jinji/images/7262e9dd7ac94bb9c5dee7c3a29234b8.jpg,,全国農協保証センターは6月26日、定時総会を開催。役員全員の任期満了に伴い、新役員を選出した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【再任】</strong></span><br /> ▽代表理事理事長（県域信用事業を代表する者の全国代表大阪府信用農業協同組合連合会　経営管理委員会会長）寺下三郎<br /> ▽代表理事常務（同センター代表理事常務）海老沢史郎<br /> ▽理事（和歌山県農業信用基金協会　会長理事）坂東紀好</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【新任】</strong></span><br /> ▽理事（秋田県農業信用基金協会　会長理事）小松忠彦<br /> ▽理事（神奈川県農業信用基金協会　会長理事）平本光男<br /> ▽理事（石川県農業信用基金協会　会長理事）西沢耕一<br /> ▽理事（山口県信用農業協同組合連合会　経営管理委員会会長）平岡武<br /> ▽理事（愛媛県農業信用基金協会　会長理事）阿部和孝<br /> ▽理事（系統債権管理回収機構株式会社　代表取締役社長）田口琢也<br /> ▽理事（農林中央金庫　常務執行役員）滝井一貴<br /> ▽監事（岐阜県信用農業協同組合連合会　経営管理委員会会長）櫻井宏<br /> ▽監事（沖縄県農業信用基金協会　会長理事）嘉数康雄</p>
<p>※敬称略</p>"
250627-82801,【ＪＡ人事】ＪＡ仙台（宮城県）藤澤和明組合長を再任,202506271350,JAの人事,"単協,宮城県",,,,宮城県,,jinji/images/4b56cce54eba127c246804f80188ee4e.jpg,,ＪＡ仙台は6月24日に総代会を開き役員改選を行った。藤澤和明組合長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ仙台　役員】</strong></span><br />（敬称略）</p>
<p>▽代表理事組合長　藤澤和明</p>
<p>▽代表理事副組合長　板橋廣志</p>
<p>▽代表理事専務　真壁豊一</p>
<p>▽管理総務担当常務理事　相澤秀裕</p>
<p>▽金融共済担当常務理事　阿部和男</p>
<p>▽営農経済担当常務理事　大槻克明</p>
<p>▽代表監事　和田長雄</p>
<p>▽常勤監事　佐々木治（新任）</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250627-82809,【役員人事】日本協同組合連携機構（6月26日付）,202506271017,JAの人事,,,,,,,jinji/images/be1131d5dca56691948bea9086c895cd.jpg,,日本協同組合連携機構（JCA）は、6月26日開催の定時総会で役員2人の補欠選任を行い、その後の理事会で新井ちとせ理事（日本生協連代表理事会長）を代表理事副会長に選任した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【昇任】</strong></span><br /> ▽代表理事副会長　新井ちとせ（日本生協連代表理事会長、非常勤）</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【新任】</strong></span><br /> ▽理事　藤井喜継（日本生協連代表理事統括専務、非常勤）<br /> ▽監事　笹川博子（コープ共済連代表理事理事長、非常勤）</p>
<p>※敬称略</p>"
250627-82810,【役員人事】農協観光（7月1日付）,202506271300,JAの人事,,,,,,,jinji/images/32afc8955d8d411720915eb094c65565.jpg,,農協観光は、7月1日付の役員人事を発表した。,,"<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""専務取締役の佐藤宏治氏"" src=""https://www.jacom.or.jp/jinji/images/f707ebe1bb9e902e6206445980cf0d5a.jpg"" width=""263"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" />専務取締役の佐藤宏治氏</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【昇任】</strong></span><br /> ▽専務取締役　佐藤宏治</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【選任】</strong></span><br /> ▽執行役員　経営管理部長　大橋重希<br /> ▽執行役員　事業推進部長　村松久司</p>
<p>※敬称略</p>"
250627-82811,【ＪＡ人事】ＪＡおちいまばり（愛媛県）渡部浩忠理事長を再任（6月25日）,202506271350,JAの人事,"単協,愛媛県",,,,愛媛県,,jinji/images/398b8e31bf371629bdb25c4e17774e22.jpg,,ＪＡおちいまばり（愛媛県）は6月25日に第28回総代会を開き、役員の改選を行った。渡部浩忠理事長が再任された。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡおちいまばり　役員】</strong></span>（敬称略）</p>
<p>▽会長　桑田誠<br />▽代表理事理事長　渡部浩忠<br />▽代表理事専務　赤瀬臣弥（新任）<br />▽金融担当常務　長橋博徳<br />▽営農経済担当常務　森康弘（新任）<br />▽代表監事　新居田正人（新任）<br />▽常勤監事　宇髙秀志</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
250627-82813,【ＪＡ人事】ＪＡ木曽（長野県）新組合長に亀子宗樹氏（5月29日）,202506271350,JAの人事,"単協,長野県",,,,長野県,,jinji/images/63f622ee2401ef508ef2ebad84a071f0.jpg,,ＪＡ木曽（長野県）は5月29日に総代会を開き役員改選を行った。新組合長に亀子宗樹氏が選任された。,,"<p style=""color: #808080; font-size: 14px; display: block; text-align: right;""><img alt=""亀子宗樹　新組合長"" src=""https://www.jacom.or.jp/jinji/images/76f82deab02187e9ee61bfd32e1088fc.jpg"" width=""233"" height=""350"" class=""mt-image-center"" style=""text-align: center; display: block; margin: 0 auto 20px;"" />亀子宗樹新組合長</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡ木曽　役員】</strong></span><br />（敬称略）</p>
<p>▽代表理事組合長　亀子宗樹（新任）</p>
<p>▽代表理事専務　糸魚川光弘（新任）</p>
<p>▽理事金融共済部長　芝波田豊（新任）</p>
<p>▽代表監事　唐澤清七（新任）</p>
<p>▽常勤監事　高樋昌憲（新任）</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【亀子宗樹組合長の略歴】</strong></span>長野県農協学園卒。木曽農協入組。総務管理部長、企画管理部長。2022年常務理事（信用担当）就任。</p>
<p><a href=""https://www.jacom.or.jp/special/personnel/2025/"" target=""_blank"" rel=""noopener noreferrer""><img alt=""全国JA人事2025バナーPC.jpg"" src=""https://www.jacom.or.jp/jinji/images/4e76e44855706d3d5aea3708f194189b.jpg"" width=""729"" height=""91"" class=""mt-image-center"" /></a></p>"
